ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
17958	"ENSMUSG00000031883.14"	"Car7"	chr8	+	105274774	105275079	105274774	105274913	105275016	105275079	17958	4,22,4,1	83,98,67,82	10,5,14	93,115,72	252	149	1	1.0	0.028,0.117,0.034,0.007	0.06,0.025,0.103	-0.016
17960	"ENSMUSG00000031879.15"	"Ciao2b"	chr8	-	105367599	105368015	105367599	105367720	105367942	105368015	17960	21,12,5,5	1,8,1,3	14,18,11	4,4,8	371	149	1	1.0	0.894,0.376,0.668,0.401	0.584,0.644,0.356	0.057
17961	"ENSMUSG00000031879.15"	"Ciao2b"	chr8	-	105367599	105368015	105367599	105367725	105367942	105368015	17961	10,4,4,2	168,259,151,136	5,10,3	225,195,205	366	149	1	1.0	0.024,0.006,0.011,0.006	0.009,0.02,0.006	0.0
17962	"ENSMUSG00000031889.10"	"Phaf1"	chr8	+	105965054	105966382	105965054	105965098	105966142	105966382	17962	11,4,3,13	0,1,0,0	8,3,5	2,3,0	1193	149	0.00465185349519	0.700711625581773	1.0,0.333,1.0,1.0	0.333,0.111,1.0	0.352
17963	"ENSMUSG00000031889.10"	"Phaf1"	chr8	+	105966142	105966382	105966142	105966200	105966302	105966382	17963	11,6,1,6	3,2,0,0	5,8,3	2,4,0	251	149	0.0604364047272	1.0	0.685,0.64,1.0,1.0	0.597,0.543,1.0	0.118
17964	"ENSMUSG00000031889.10"	"Phaf1"	chr8	+	105965054	105966382	105965054	105965098	105966324	105966382	17964	92,113,85,101	1,0,3,0	66,101,63	0,0,0	1375	149	1	1.0	0.909,1.0,0.754,1.0	1.0,1.0,1.0	-0.084
17965	"ENSMUSG00000031889.10"	"Phaf1"	chr8	+	105966324	105966671	105966324	105966382	105966609	105966671	17965	5,9,14,21	93,177,50,138	3,10,14	120,112,108	376	149	1	1.0	0.021,0.02,0.1,0.057	0.01,0.034,0.049	0.019
17966	"ENSMUSG00000014859.10"	"E2f4"	chr8	+	106024348	106024814	106024348	106024507	106024703	106024814	17966	18,11,12,26	0,0,0,0	6,24,6	5,0,2	345	149	0.177913480725	1.0	1.0,1.0,1.0,1.0	0.341,1.0,0.564	0.365
17967	"ENSMUSG00000014859.10"	"E2f4"	chr8	+	106024912	106025275	106024912	106025022	106025166	106025275	17967	1,11,1,0	117,136,75,126	0,6,0	124,116,155	293	149	1	1.0	0.004,0.04,0.007,0.0	0.0,0.026,0.0	0.004
17968	"ENSMUSG00000014786.9"	"Slc9a5"	chr8	+	106082093	106082656	106082093	106082374	106082478	106082656	17968	7,6,17,6	0,0,3,0	5,13,7	0,0,0	253	149	1	1.0	1.0,1.0,0.769,1.0	1.0,1.0,1.0	-0.058
17969	"ENSMUSG00000014786.9"	"Slc9a5"	chr8	+	106083162	106083805	106083162	106083383	106083491	106083805	17969	38,46,32,36	3,1,0,0	13,19,9	1,0,0	257	149	1	1.0	0.88,0.964,1.0,1.0	0.883,1.0,1.0	0.0
17970	"ENSMUSG00000013160.8"	"Atp6v0d1"	chr8	-	106251954	106252354	106251954	106252131	106252255	106252354	17970	11,27,16,9	718,1160,760,898	8,7,17	1031,987,979	273	149	1	1.0	0.008,0.013,0.011,0.005	0.004,0.004,0.009	0.004
17971	"ENSMUSG00000038000.11"	"Acd"	chr8	-	106424788	106425121	106424788	106424960	106425039	106425121	17971	0,3,2,3	89,87,56,68	1,7,0	89,69,76	228	149	1	1.0	0.0,0.022,0.023,0.028	0.007,0.062,0.0	-0.005
17972	"ENSMUSG00000038000.11"	"Acd"	chr8	-	106426210	106426673	106426210	106426362	106426486	106426673	17972	26,19,24,18	0,0,0,0	5,11,11	1,0,0	273	149	1	1.0	1.0,1.0,1.0,1.0	0.732,1.0,1.0	0.089
17973	"ENSMUSG00000038000.11"	"Acd"	chr8	-	106426210	106426673	106426210	106426362	106426492	106426673	17973	26,20,26,20	98,109,64,60	5,11,15	77,105,93	279	149	1	1.0	0.124,0.089,0.178,0.151	0.034,0.053,0.079	0.08
17974	"ENSMUSG00000038000.11"	"Acd"	chr8	-	106426210	106426673	106426210	106426362	106426635	106426673	17974	33,21,32,22	0,1,0,0	7,13,23	0,0,0	422	149	1	1.0	1.0,0.881,1.0,1.0	1.0,1.0,1.0	-0.03
17975	"ENSMUSG00000038000.11"	"Acd"	chr8	-	106426492	106426673	106426492	106426527	106426635	106426673	17975	14,15,18,8	98,116,81,62	3,6,14	93,102,109	257	149	1	1.0	0.076,0.07,0.114,0.07	0.018,0.033,0.069	0.043
17976	"ENSMUSG00000038000.11"	"Acd"	chr8	-	106426635	106426936	106426635	106426680	106426913	106426936	17976	38,23,52,31	83,107,71,74	23,27,28	68,83,109	382	149	1	1.0	0.152,0.077,0.222,0.14	0.117,0.113,0.091	0.041
17977	"ENSMUSG00000038000.11"	"Acd"	chr8	-	106426635	106426936	106426635	106426792	106426913	106426936	17977	15,12,22,25	11,28,9,12	4,12,9	15,11,12	270	149	0.479310458701	1.0	0.429,0.191,0.574,0.535	0.128,0.376,0.293	0.167
17978	"ENSMUSG00000038000.11"	"Acd"	chr8	-	106426737	106427034	106426737	106426745	106426913	106427034	17978	17,12,27,18	3,3,6,0	7,4,15	0,0,2	317	149	0.126533834665	1.0	0.727,0.653,0.679,1.0	1.0,1.0,0.779	-0.162
17979	"ENSMUSG00000038000.11"	"Acd"	chr8	-	106426635	106426936	106426635	106426680	106426924	106426936	17979	37,25,50,23	1,0,1,0	30,29,34	0,1,1	393	149	1	1.0	0.933,1.0,0.95,1.0	1.0,0.917,0.928	0.022
17980	"ENSMUSG00000038000.11"	"Acd"	chr8	-	106426737	106427172	106426737	106426936	106427078	106427172	17980	51,70,47,41	1,0,0,0	48,53,51	0,0,0	291	149	1	1.0	0.963,1.0,1.0,1.0	1.0,1.0,1.0	-0.009
17981	"ENSMUSG00000038000.11"	"Acd"	chr8	-	106426737	106427172	106426737	106426990	106427078	106427172	17981	17,18,20,27	96,122,85,67	9,10,11	83,86,109	237	149	1	1.0	0.1,0.085,0.129,0.202	0.064,0.068,0.06	0.065
17982	"ENSMUSG00000038000.11"	"Acd"	chr8	-	106427071	106427471	106427071	106427172	106427334	106427471	17982	4,2,4,10	115,175,93,84	4,7,6	135,125,94	311	149	1	1.0	0.016,0.005,0.02,0.054	0.014,0.026,0.03	0.0
17983	"ENSMUSG00000031893.8"	"Tsnaxip1"	chr8	+	106568281	106568644	106568281	106568437	106568513	106568644	17983	1,2,0,2	3,0,2,0	1,1,0	0,0,2	225	149	0.519380486273	1.0	0.181,1.0,0.0,1.0	1.0,1.0,0.0	-0.121
17984	"ENSMUSG00000035237.8"	"Lcat"	chr8	-	106668577	106668867	106668577	106668673	106668767	106668867	17984	2,2,4,0	0,0,2,0	4,1,0	0,0,0	243	149	1	1.0	1.0,1.0,0.551,NA	1.0,1.0,NA	-0.15
17985	"ENSMUSG00000035237.8"	"Lcat"	chr8	-	106668577	106668867	106668577	106668673	106668769	106668867	17985	4,2,4,1	122,170,126,141	8,1,0	147,171,184	245	149	1	1.0	0.02,0.007,0.019,0.004	0.032,0.004,0.0	0.0
17986	"ENSMUSG00000035237.8"	"Lcat"	chr8	-	106668577	106668867	106668577	106668673	106668795	106668867	17986	21,43,24,27	0,0,1,0	37,37,30	0,0,0	271	149	1	1.0	1.0,1.0,0.93,1.0	1.0,1.0,1.0	-0.017
17987	"ENSMUSG00000035237.8"	"Lcat"	chr8	-	106668769	106669038	106668769	106668885	106668962	106669038	17987	2,6,1,3	125,214,124,123	1,0,3	193,173,174	226	149	1	1.0	0.01,0.018,0.005,0.016	0.003,0.0,0.011	0.008
17988	"ENSMUSG00000035237.8"	"Lcat"	chr8	-	106668767	106669119	106668767	106668867	106668962	106669119	17988	12,15,16,17	0,0,0,0	13,12,20	0,6,0	244	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.55,1.0	0.15
17989	"ENSMUSG00000031904.6"	"Slc7a6"	chr8	+	106918970	106919906	106918970	106919066	106919782	106919906	17989	96,162,126,133	6,13,16,14	110,87,92	18,9,1	865	149	1	1.0	0.734,0.682,0.576,0.621	0.513,0.625,0.941	-0.04
17990	"ENSMUSG00000033106.7"	"Slc7a6os"	chr8	-	106928862	106931172	106928862	106928991	106930962	106931172	17990	15,30,15,10	11,51,21,11	25,5,27	40,34,17	2120	149	1	1.0	0.087,0.04,0.048,0.06	0.042,0.01,0.1	0.008
17991	"ENSMUSG00000060098.12"	"Prmt7"	chr8	+	106943676	106943912	106943676	106943787	106943875	106943912	17991	1,0,3,0	0,2,2,1	2,1,0	0,0,1	237	149	0.00081406733641	0.20315232633992836	1.0,0.0,0.485,0.0	1.0,1.0,0.0	-0.295
17992	"ENSMUSG00000031906.10"	"Smpd3"	chr8	-	106984015	106984307	106984015	106984078	106984217	106984307	17992	0,1,3,2	173,135,124,110	5,4,9	153,139,137	288	149	1	1.0	0.0,0.004,0.012,0.009	0.017,0.015,0.033	-0.015
17993	"ENSMUSG00000031906.10"	"Smpd3"	chr8	-	106986251	106986565	106986251	106986407	106986495	106986565	17993	0,2,1,0	134,181,83,114	1,3,1	156,143,126	237	149	1	1.0	0.0,0.007,0.008,0.0	0.004,0.013,0.005	-0.004
17994	"ENSMUSG00000031907.10"	"Zfp90"	chr8	+	107145744	107146242	107145744	107145829	107146052	107146242	17994	0,0,3,8	7,14,10,2	0,3,13	10,7,21	372	149	1	1.0	0.0,0.0,0.107,0.616	0.0,0.147,0.199	0.065
17995	"ENSMUSG00000031907.10"	"Zfp90"	chr8	+	107145744	107146242	107145744	107145829	107146146	107146242	17995	4,9,21,24	7,10,3,8	9,12,25	39,14,8	466	149	0.610441116389	1.0	0.154,0.223,0.691,0.49	0.069,0.215,0.5	0.128
17996	"ENSMUSG00000023456.17"	"Tpi1"	chr6	-	124788221	124788561	124788221	124788350	124788479	124788561	17996	18,31,22,20	3211,4552,2877,3363	18,20,22	4084,3593,3668	278	149	1	1.0	0.003,0.004,0.004,0.003	0.002,0.003,0.003	0.001
17997	"ENSMUSG00000023456.17"	"Tpi1"	chr6	-	124788479	124788918	124788479	124788567	124788844	124788918	17997	21,43,26,34	2943,3827,2620,2731	36,28,36	3547,3192,3514	426	149	1	1.0	0.002,0.004,0.003,0.004	0.004,0.003,0.004	-0.0
17998	"ENSMUSG00000023456.17"	"Tpi1"	chr6	-	124789366	124789667	124789366	124789499	124789583	124789667	17998	13,22,16,36	3039,3706,2504,2303	17,25,10	3604,3299,3362	233	149	1	1.0	0.003,0.004,0.004,0.01	0.003,0.005,0.002	0.002
17999	"ENSMUSG00000117748.2"	"Derpc"	chr8	-	107613551	107613988	107613551	107613669	107613932	107613988	17999	7,9,4,0	132,105,96,55	0,0,6	117,138,175	412	149	1	1.0	0.019,0.03,0.015,0.0	0.0,0.0,0.012	0.012
18000	"ENSMUSG00000117748.2"	"Derpc"	chr8	-	107613551	107613988	107613551	107613683	107613932	107613988	18000	7,9,4,0	2,8,0,0	0,0,6	0,8,0	398	149	1	1.0	0.567,0.296,1.0,NA	NA,0.0,1.0	0.121
18001	"ENSMUSG00000041438.9"	"Utp4"	chr8	+	107632756	107633068	107632756	107632928	107633021	107633068	18001	0,5,4,3	101,142,77,97	0,1,0	114,103,111	242	149	1	1.0	0.0,0.021,0.031,0.019	0.0,0.006,0.0	0.016
18002	"ENSMUSG00000031913.10"	"Vps4a"	chr8	+	107763272	107763622	107763272	107763380	107763474	107763622	18002	3,8,5,7	273,382,225,273	8,7,2	311,349,341	243	149	1	1.0	0.007,0.013,0.013,0.015	0.016,0.012,0.004	0.001
18003	"ENSMUSG00000031913.10"	"Vps4a"	chr8	+	107765561	107765841	107765561	107765621	107765721	107765841	18003	8,6,16,9	317,497,344,377	21,12,13	498,418,380	249	149	1	1.0	0.015,0.007,0.027,0.014	0.025,0.017,0.02	-0.005
18004	"ENSMUSG00000031913.10"	"Vps4a"	chr8	+	107768886	107769327	107768886	107768887	107769245	107769327	18004	165,291,164,290	0,0,0,0	233,220,239	3,0,1	507	149	1	1.0	1.0,1.0,1.0,1.0	0.958,1.0,0.986	0.019
18005	"ENSMUSG00000022212.16"	"Cpne6"	chr14	+	55750508	55750866	55750508	55750703	55750844	55750866	18005	10,3,1,7	329,475,328,336	11,2,8	448,409,389	290	149	1	1.0	0.015,0.003,0.002,0.011	0.012,0.003,0.01	-0.001
18006	"ENSMUSG00000022212.16"	"Cpne6"	chr14	+	55750844	55751174	55750844	55750919	55751051	55751174	18006	21,21,13,34	0,1,1,0	13,3,23	0,0,0	281	149	1	1.0	1.0,0.918,0.873,1.0	1.0,1.0,1.0	-0.052
18007	"ENSMUSG00000022212.16"	"Cpne6"	chr14	+	55750844	55751174	55750844	55750866	55751090	55751174	18007	137,176,106,120	0,0,0,0	155,121,138	0,1,0	373	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.98,1.0	0.007
18008	"ENSMUSG00000022212.16"	"Cpne6"	chr14	+	55751051	55751353	55751051	55751174	55751263	55751353	18008	1,3,5,5	443,721,429,483	1,2,4	534,475,476	238	149	1	1.0	0.001,0.003,0.007,0.006	0.001,0.003,0.005	0.001
18009	"ENSMUSG00000022212.16"	"Cpne6"	chr14	+	55753319	55753842	55753319	55753371	55753709	55753842	18009	147,170,84,100	0,0,1,0	74,104,77	0,0,0	487	149	1	1.0	1.0,1.0,0.963,1.0	1.0,1.0,1.0	-0.009
18010	"ENSMUSG00000022212.16"	"Cpne6"	chr14	+	55753983	55754482	55753983	55754220	55754406	55754482	18010	8,13,7,6	421,611,387,376	5,10,19	485,487,420	335	149	1	1.0	0.008,0.009,0.008,0.007	0.005,0.009,0.02	-0.003
18011	"ENSMUSG00000022212.16"	"Cpne6"	chr14	+	55754406	55754886	55754406	55754582	55754655	55754886	18011	5,11,13,2	0,1,2,1	16,7,7	0,0,2	222	149	1	1.0	1.0,0.881,0.814,0.573	1.0,1.0,0.701	-0.083
18012	"ENSMUSG00000003848.15"	"Nob1"	chr8	-	108144720	108145074	108144720	108144858	108144945	108145074	18012	0,0,3,0	30,118,46,37	0,0,0	60,57,78	236	149	1	1.0	0.0,0.0,0.04,0.0	0.0,0.0,0.0	0.01
18013	"ENSMUSG00000005045.17"	"Chd5"	chr4	+	152445020	152445473	152445020	152445187	152445277	152445473	18013	0,1,0,3	195,195,165,94	2,12,5	228,198,224	239	149	1	1.0	0.0,0.003,0.0,0.02	0.005,0.036,0.014	-0.013
18014	"ENSMUSG00000005045.17"	"Chd5"	chr4	+	152450583	152450925	152450583	152450715	152450817	152450925	18014	1,5,2,5	183,298,150,160	0,10,0	278,257,258	251	149	1	1.0	0.003,0.01,0.008,0.018	0.0,0.023,0.0	0.002
18015	"ENSMUSG00000005045.17"	"Chd5"	chr4	+	152454961	152455300	152454961	152455099	152455184	152455300	18015	0,1,0,1	237,417,212,334	0,7,1	310,249,280	234	149	1	1.0	0.0,0.002,0.0,0.002	0.0,0.018,0.002	-0.006
18016	"ENSMUSG00000005045.17"	"Chd5"	chr4	+	152462642	152463003	152462642	152462727	152462914	152463003	18016	2,2,6,1	251,325,198,143	3,6,4	322,282,326	336	149	1	1.0	0.004,0.003,0.013,0.003	0.004,0.009,0.005	-0.0
18017	"ENSMUSG00000005045.17"	"Chd5"	chr4	+	152468650	152469137	152468650	152468713	152468941	152469137	18017	6,30,16,8	220,366,231,275	3,4,9	314,266,297	377	149	1	1.0	0.011,0.031,0.027,0.011	0.004,0.006,0.012	0.013
18018	"ENSMUSG00000005045.17"	"Chd5"	chr4	+	152469990	152470295	152469990	152470053	152470180	152470295	18018	17,23,21,38	162,200,187,180	22,35,29	200,197,184	276	149	1	1.0	0.054,0.058,0.057,0.102	0.056,0.088,0.078	-0.006
18019	"ENSMUSG00000005045.17"	"Chd5"	chr4	+	152469990	152470295	152469990	152470058	152470180	152470295	18019	6,10,9,19	0,5,0,0	15,28,12	1,0,0	271	149	1	1.0	1.0,0.524,1.0,1.0	0.892,1.0,1.0	-0.083
18020	"ENSMUSG00000005045.17"	"Chd5"	chr4	+	152469990	152470459	152469990	152470053	152470405	152470459	18020	28,38,31,61	69,112,75,86	44,63,54	123,125,109	501	149	1	1.0	0.108,0.092,0.109,0.174	0.096,0.13,0.128	0.003
18021	"ENSMUSG00000005045.17"	"Chd5"	chr4	+	152469990	152470459	152469990	152470058	152470405	152470459	18021	11,16,13,23	3,0,0,0	27,33,29	0,0,0	496	149	1	1.0	0.524,1.0,1.0,1.0	1.0,1.0,1.0	-0.119
18022	"ENSMUSG00000005045.17"	"Chd5"	chr4	+	152469990	152470459	152469990	152470295	152470405	152470459	18022	9,16,10,22	149,197,169,155	22,31,27	230,202,175	259	149	1	1.0	0.034,0.045,0.033,0.075	0.052,0.081,0.082	-0.025
18023	"ENSMUSG00000018589.9"	"Glra2"	chrX	-	164072435	164072662	164072435	164072503	164072594	164072662	18023	0,0,0,0	3,2,2,3	1,0,2	2,0,0	240	149	1	1.0	0.0,0.0,0.0,0.0	0.237,NA,1.0	-0.619
18024	"ENSMUSG00000034445.9"	"Cyb561a3"	chr19	+	10557607	10557926	10557607	10557745	10557826	10557926	18024	5,1,3,1	0,3,0,0	0,0,4	0,0,0	230	149	1	1.0	1.0,0.178,1.0,1.0	NA,NA,1.0	-0.206
18026	"ENSMUSG00000044676.11"	"Zfp612"	chr8	+	110810072	110810415	110810072	110810105	110810238	110810415	18026	14,24,15,16	0,2,3,2	5,4,21	0,0,0	282	149	1	1.0	1.0,0.864,0.725,0.809	1.0,1.0,1.0	-0.15
18027	"ENSMUSG00000044676.11"	"Zfp612"	chr8	+	110810072	110810415	110810072	110810105	110810288	110810415	18027	14,33,25,20	3,0,3,0	12,18,28	6,3,0	332	149	0.248009875407	1.0	0.677,1.0,0.789,1.0	0.473,0.729,1.0	0.133
18028	"ENSMUSG00000034024.9"	"Cct2"	chr10	-	116893695	116894102	116893695	116893823	116894002	116894102	18028	0,2,1,15	366,591,416,545	5,10,6	567,532,485	328	149	1	1.0	0.0,0.002,0.001,0.012	0.004,0.008,0.006	-0.002
18029	"ENSMUSG00000034024.9"	"Cct2"	chr10	-	116897202	116897486	116897202	116897288	116897409	116897486	18029	61,113,109,70	0,0,0,0	123,126,113	0,0,1	270	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.984	0.005
18030	"ENSMUSG00000034024.9"	"Cct2"	chr10	-	116897202	116897486	116897202	116897311	116897409	116897486	18030	13,29,15,8	5,0,0,0	13,16,14	0,0,0	247	149	1	1.0	0.611,1.0,1.0,1.0	1.0,1.0,1.0	-0.097
18031	"ENSMUSG00000034024.9"	"Cct2"	chr10	-	116897202	116897486	116897202	116897318	116897409	116897486	18031	4,5,2,4	0,0,0,0	0,12,3	2,0,0	240	149	1	1.0	1.0,1.0,1.0,1.0	0.0,1.0,1.0	0.333
18032	"ENSMUSG00000034024.9"	"Cct2"	chr10	-	116897929	116898420	116897929	116898041	116898362	116898420	18032	4,2,2,10	0,2,0,0	5,11,1	0,0,0	470	149	1	1.0	1.0,0.241,1.0,1.0	1.0,1.0,1.0	-0.19
18033	"ENSMUSG00000034024.9"	"Cct2"	chr10	-	116898362	116898787	116898362	116898420	116898721	116898787	18033	4,6,1,6	0,2,0,0	5,1,1	0,0,0	450	149	1	1.0	1.0,0.498,1.0,1.0	1.0,1.0,1.0	-0.125
18034	"ENSMUSG00000071202.6"	"Ccdc78"	chr17	+	26005835	26006283	26005835	26005952	26006040	26006283	18034	11,5,1,6	0,1,4,2	1,4,1	2,2,4	237	149	0.0631392603233	1.0	1.0,0.759,0.136,0.654	0.239,0.557,0.136	0.327
18035	"ENSMUSG00000071202.6"	"Ccdc78"	chr17	+	26006609	26007005	26006609	26006814	26006926	26007005	18035	0,4,0,0	0,1,3,1	9,2,0	0,3,0	261	149	1	1.0	NA,0.695,0.0,0.0	1.0,0.276,NA	-0.406
18036	"ENSMUSG00000033763.15"	"Mtss2"	chr8	+	111452529	111452887	111452529	111452645	111452825	111452887	18036	16,23,22,12	8,13,11,4	7,12,8	11,5,6	329	149	0.720277655746	1.0	0.475,0.445,0.475,0.576	0.224,0.521,0.377	0.119
18037	"ENSMUSG00000033763.15"	"Mtss2"	chr8	+	111453728	111454027	111453728	111453829	111453935	111454027	18037	1,11,2,4	317,483,321,300	7,1,3	412,350,377	255	149	1	1.0	0.002,0.013,0.004,0.008	0.01,0.002,0.005	0.001
18038	"ENSMUSG00000033763.15"	"Mtss2"	chr8	+	111453988	111454469	111453988	111454027	111454086	111454469	18038	0,3,2,3	0,0,2,0	2,0,2	2,0,0	208	149	1	1.0	NA,1.0,0.417,1.0	0.417,NA,1.0	0.097
18039	"ENSMUSG00000033763.15"	"Mtss2"	chr8	+	111453728	111454183	111453728	111454027	111454108	111454183	18039	34,1,2,3	287,512,330,338	3,41,24	461,354,295	230	149	1	1.0	0.071,0.001,0.004,0.006	0.004,0.07,0.05	-0.021
18040	"ENSMUSG00000033763.15"	"Mtss2"	chr8	+	111453988	111454469	111453988	111454027	111454110	111454469	18040	34,7,8,13	0,19,0,0	16,48,26	0,0,0	232	149	1	1.0	1.0,0.191,1.0,1.0	1.0,1.0,1.0	-0.202
18041	"ENSMUSG00000033763.15"	"Mtss2"	chr8	+	111454108	111454469	111454108	111454183	111454460	111454469	18041	2,0,4,3	0,371,214,253	1,0,4	294,0,5	426	149	1	1.0	1.0,0.0,0.006,0.004	0.001,NA,0.219	0.143
18042	"ENSMUSG00000033763.15"	"Mtss2"	chr8	+	111463788	111464285	111463788	111463852	111464203	111464285	18042	10,9,6,7	289,429,274,250	3,1,1	390,323,339	500	149	1	1.0	0.01,0.006,0.006,0.008	0.002,0.001,0.001	0.006
18043	"ENSMUSG00000033763.15"	"Mtss2"	chr8	+	111464203	111464727	111464203	111464380	111464590	111464727	18043	22,43,17,22	0,2,1,1	29,27,43	1,0,2	359	149	1	1.0	1.0,0.899,0.876,0.901	0.923,1.0,0.899	-0.022
18044	"ENSMUSG00000033763.15"	"Mtss2"	chr8	+	111464590	111465013	111464590	111464727	111464921	111465013	18044	10,8,3,3	397,493,282,329	6,3,11	483,424,445	343	149	1	1.0	0.011,0.007,0.005,0.004	0.005,0.003,0.011	0.0
18045	"ENSMUSG00000033658.17"	"Ddx19b"	chr8	-	111747260	111747731	111747260	111747353	111747591	111747731	18045	0,0,0,0	68,89,48,77	1,3,2	67,64,64	387	149	1	1.0	0.0,0.0,0.0,0.0	0.006,0.018,0.012	-0.012
18046	"ENSMUSG00000031960.15"	"Aars1"	chr8	+	111780401	111780640	111780401	111780438	111780520	111780640	18046	3,4,6,8	0,1,0,0	4,7,2	0,0,0	231	149	1	1.0	1.0,0.721,1.0,1.0	1.0,1.0,1.0	-0.07
18047	"ENSMUSG00000031960.15"	"Aars1"	chr8	+	111780401	111780843	111780401	111780640	111780756	111780843	18047	8,8,4,13	425,804,485,584	7,1,3	594,647,509	265	149	1	1.0	0.01,0.006,0.005,0.012	0.007,0.001,0.003	0.005
18048	"ENSMUSG00000031960.15"	"Aars1"	chr8	+	111780756	111781245	111780756	111780843	111781140	111781245	18048	9,8,8,14	381,808,470,523	11,15,3	575,594,457	446	149	1	1.0	0.008,0.003,0.006,0.009	0.006,0.008,0.002	0.001
18049	"ENSMUSG00000033633.16"	"Clec18a"	chr8	-	111797996	111798378	111797996	111798096	111798220	111798378	18049	6,4,2,1	4,4,1,5	1,0,0	3,13,3	273	149	0.0428760923143	1.0	0.45,0.353,0.522,0.098	0.154,0.0,0.0	0.304
18050	"ENSMUSG00000033633.16"	"Clec18a"	chr8	-	111801743	111802169	111801743	111801887	111802047	111802169	18050	1,18,4,6	5,15,4,9	4,2,0	8,5,14	309	149	0.136987474027	1.0	0.088,0.367,0.325,0.243	0.194,0.162,0.0	0.137
18051	"ENSMUSG00000031958.17"	"Ldhd"	chr8	-	112353909	112354228	112353909	112354021	112354119	112354228	18051	0,0,2,2	52,86,30,49	1,1,0	52,43,46	247	149	1	1.0	0.0,0.0,0.039,0.024	0.011,0.014,0.0	0.007
18052	"ENSMUSG00000031958.17"	"Ldhd"	chr8	-	112354941	112355348	112354941	112355070	112355152	112355348	18052	0,1,0,1	44,77,55,62	0,0,0	68,41,52	231	149	1	1.0	0.0,0.008,0.0,0.01	0.0,0.0,0.0	0.005
18053	"ENSMUSG00000031958.17"	"Ldhd"	chr8	-	112356333	112356687	112356333	112356379	112356574	112356687	18053	0,0,1,2	36,62,36,22	0,2,0	37,41,53	344	149	1	1.0	0.0,0.0,0.012,0.038	0.0,0.021,0.0	0.006
18055	"ENSMUSG00000005575.17"	"Ube2m"	chr7	-	12769768	12770246	12769768	12769832	12770138	12770246	18055	25,67,47,66	741,1127,709,754	39,34,52	1075,995,872	455	149	1	1.0	0.011,0.019,0.021,0.028	0.012,0.011,0.019	0.006
18056	"ENSMUSG00000005575.17"	"Ube2m"	chr7	-	12769768	12770246	12769768	12769832	12770139	12770246	18056	23,67,45,69	0,0,0,2	39,25,57	0,2,0	456	149	1	1.0	1.0,1.0,1.0,0.919	1.0,0.803,1.0	0.045
18057	"ENSMUSG00000005575.17"	"Ube2m"	chr7	-	12770139	12770399	12770139	12770242	12770360	12770399	18057	14,29,15,31	841,1332,727,809	9,15,8	1119,920,858	267	149	1	1.0	0.009,0.012,0.011,0.021	0.004,0.009,0.005	0.007
18058	"ENSMUSG00000005575.17"	"Ube2m"	chr7	-	12770139	12770399	12770139	12770246	12770360	12770399	18058	9,16,7,10	2,7,2,4	5,7,2	4,11,2	263	149	0.0430700276963	1.0	0.718,0.564,0.665,0.586	0.415,0.265,0.362	0.286
18059	"ENSMUSG00000005575.17"	"Ube2m"	chr7	-	12770139	12770575	12770139	12770399	12770492	12770575	18059	5,14,19,11	898,1371,763,852	13,8,4	1197,960,917	242	149	1	1.0	0.003,0.006,0.015,0.008	0.007,0.005,0.003	0.003
18060	"ENSMUSG00000005575.17"	"Ube2m"	chr7	-	12770368	12770638	12770368	12770399	12770510	12770638	18060	134,198,139,124	0,0,0,2	190,131,141	0,0,0	260	149	1	1.0	1.0,1.0,1.0,0.973	1.0,1.0,1.0	-0.007
18061	"ENSMUSG00000028176.14"	"Lrrc7"	chr3	-	157869528	157870004	157869528	157869709	157869911	157870004	18061	3,3,6,26	30,52,28,43	7,4,6	58,34,42	351	149	1	1.0	0.041,0.024,0.083,0.204	0.049,0.048,0.057	0.037
18062	"ENSMUSG00000020604.14"	"Arsg"	chr11	+	109376301	109376772	109376301	109376399	109376531	109376772	18062	3,10,4,7	4,15,9,5	4,6,4	4,13,16	281	149	1	1.0	0.285,0.261,0.191,0.426	0.347,0.197,0.117	0.07
18063	"ENSMUSG00000052430.16"	"Bmpr1b"	chr3	-	141687681	141688025	141687681	141687774	141687847	141688025	18063	8,8,12,13	1,4,3,0	7,3,12	1,4,0	222	149	1	1.0	0.843,0.573,0.729,1.0	0.825,0.335,1.0	0.066
18064	"ENSMUSG00000051451.7"	"Crebzf"	chr7	+	90093519	90093909	90093519	90093585	90093825	90093909	18064	221,297,257,252	3,4,4,1	198,243,172	5,1,3	389	149	1	1.0	0.966,0.966,0.961,0.99	0.938,0.989,0.956	0.01
18065	"ENSMUSG00000032373.16"	"Car12"	chr9	+	66657973	66658307	66657973	66658031	66658211	66658307	18065	7,2,1,0	0,0,0,0	0,0,4	0,6,0	329	149	1	1.0	1.0,1.0,1.0,NA	NA,0.0,1.0	0.5
