ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
114849	"ENSMUSG00000086316.9"	"Nbdy"	chrX	+	152507090	152507121	152506622	152506933	152508700	152508837
114850	"ENSMUSG00000086316.9"	"Nbdy"	chrX	+	152509907	152510028	152508828	152508837	152511857	152511935
114851	"ENSMUSG00000086316.9"	"Nbdy"	chrX	+	152511857	152511935	152508700	152508837	152515459	152515524
114852	"ENSMUSG00000086316.9"	"Nbdy"	chrX	+	152511916	152511935	152508828	152508837	152524035	152524080
114853	"ENSMUSG00000086316.9"	"Nbdy"	chrX	+	152515459	152515524	152508828	152508837	152524035	152524916
114854	"ENSMUSG00000086316.9"	"Nbdy"	chrX	+	152515459	152515524	152511857	152511935	152524035	152524916
114855	"ENSMUSG00000086316.9"	"Nbdy"	chrX	+	152522487	152522641	152511857	152511935	152524035	152524916
114856	"ENSMUSG00000034958.12"	"Atcay"	chr10	-	81045886	81045914	81043667	81043742	81046357	81046456
114857	"ENSMUSG00000034958.12"	"Atcay"	chr10	-	81060257	81060339	81054988	81055047	81066325	81066667
114858	"ENSMUSG00000034958.12"	"Atcay"	chr10	-	81062153	81062390	81060257	81060385	81066325	81066667
114859	"ENSMUSG00000015305.7"	"Sash1"	chr10	-	8677678	8677751	8665324	8665365	8690004	8690054
114860	"ENSMUSG00000015305.7"	"Sash1"	chr10	-	8726094	8726235	8690170	8690221	8761467	8761796
114861	"ENSMUSG00000015305.7"	"Sash1"	chr10	-	8757819	8757918	8726106	8726235	8761467	8761814
114862	"ENSMUSG00000055963.13"	"Triqk"	chr4	+	12912413	12912466	12906857	12906938	12917915	12918065
114863	"ENSMUSG00000055963.13"	"Triqk"	chr4	+	12971663	12971789	12962944	12963023	12974729	12974815
114864	"ENSMUSG00000055963.13"	"Triqk"	chr4	+	12973135	12973324	12962944	12963023	12974729	12974815
114865	"ENSMUSG00000019790.18"	"Stxbp5"	chr10	-	9641559	9641844	9638488	9638709	9642901	9643013
114866	"ENSMUSG00000019790.18"	"Stxbp5"	chr10	-	9642901	9643010	9638488	9638709	9644573	9644739
114867	"ENSMUSG00000019790.18"	"Stxbp5"	chr10	-	9654657	9654711	9653764	9653815	9659931	9659979
114868	"ENSMUSG00000019790.18"	"Stxbp5"	chr10	-	9672367	9672442	9665106	9665172	9672681	9672765
114869	"ENSMUSG00000019790.18"	"Stxbp5"	chr10	-	9672367	9672765	9665106	9665172	9673865	9673941
114870	"ENSMUSG00000019790.18"	"Stxbp5"	chr10	-	9672367	9672837	9665106	9665172	9673865	9674017
114871	"ENSMUSG00000019790.18"	"Stxbp5"	chr10	-	9672681	9672837	9665106	9665172	9673865	9674017
114872	"ENSMUSG00000019790.18"	"Stxbp5"	chr10	-	9774929	9774971	9718970	9719105	9776274	9776823
114873	"ENSMUSG00000019790.18"	"Stxbp5"	chr10	-	9774929	9774998	9718970	9719105	9776274	9776427
114874	"ENSMUSG00000054901.8"	"Arhgef33"	chr17	+	80642667	80642771	80620526	80620598	80644697	80644747
114875	"ENSMUSG00000054901.8"	"Arhgef33"	chr17	+	80661313	80661662	80660108	80660168	80662461	80662632
114876	"ENSMUSG00000027706.9"	"Sec62"	chr3	+	30852494	30852552	30847484	30847532	30854279	30854388
114877	"ENSMUSG00000027706.9"	"Sec62"	chr3	+	30864593	30864685	30863970	30864175	30866444	30866505
114878	"ENSMUSG00000035109.15"	"Shc4"	chr2	-	125490361	125490432	125481183	125481437	125491065	125491239
114879	"ENSMUSG00000035109.15"	"Shc4"	chr2	-	125515309	125515594	125512186	125512240	125520607	125520727
114880	"ENSMUSG00000019810.16"	"Fuca2"	chr10	+	13390450	13390550	13388361	13388470	13390860	13391287
114881	"ENSMUSG00000019810.16"	"Fuca2"	chr10	+	13390450	13390607	13388361	13388470	13390860	13391287
114882	"ENSMUSG00000019810.16"	"Fuca2"	chr10	+	13390450	13390719	13388361	13388470	13390860	13391287
114883	"ENSMUSG00000019809.17"	"Pex3"	chr10	-	13410415	13410579	13408083	13408154	13411298	13411353
114884	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13529329	13529493	13523412	13523444	13566267	13566383
114885	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13571066	13571109	13566267	13566383	13677591	13677693
114886	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13677591	13677692	13566267	13566383	13704986	13705142
114887	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13704968	13705142	13677591	13677693	13719924	13720030
114888	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13704968	13705142	13677591	13677693	13744361	13744566
114889	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13705371	13705573	13704968	13705142	13712669	13712912
114890	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13712669	13712912	13705038	13705142	13744361	13744724
114891	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13719924	13720072	13677591	13677693	13744361	13744724
114892	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13719924	13720072	13704986	13705142	13730879	13731004
114893	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13719924	13720072	13704986	13705142	13736862	13737070
114894	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13719924	13720072	13704986	13705142	13744361	13744724
114895	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13730879	13730897	13705038	13705142	13744361	13744724
114896	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13730879	13731004	13704968	13705142	13733159	13733256
114897	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13730879	13731004	13719924	13720072	13744361	13744573
114898	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13733159	13733256	13705038	13705142	13744361	13744724
114899	"ENSMUSG00000019806.14"	"Aig1"	chr10	-	13733159	13733256	13730879	13731004	13744361	13744724
114900	"ENSMUSG00000039116.8"	"Adgrg6"	chr10	-	14283609	14283678	14278326	14281182	14285416	14285569
114901	"ENSMUSG00000030522.15"	"Mtmr10"	chr7	+	63957863	63957966	63950380	63950430	63963831	63964012
114902	"ENSMUSG00000019868.17"	"Vta1"	chr10	-	14551677	14552039	14543675	14543852	14559807	14559883
114903	"ENSMUSG00000019868.17"	"Vta1"	chr10	-	14556471	14556543	14551677	14551786	14559807	14559883
114904	"ENSMUSG00000019373.12"	"Cops3"	chr11	-	59714574	59714920	59712185	59712212	59715100	59715274
114905	"ENSMUSG00000019373.12"	"Cops3"	chr11	-	59727688	59727846	59723916	59723970	59730495	59730578
114906	"ENSMUSG00000019373.12"	"Cops3"	chr11	-	59727692	59727846	59723916	59723970	59730495	59730578
114907	"ENSMUSG00000039879.10"	"Heca"	chr10	-	17777944	17778125	17744359	17745395	17783781	17783936
114908	"ENSMUSG00000022552.17"	"Sharpin"	chr15	-	76234254	76234419	76232285	76232635	76234680	76235311
114909	"ENSMUSG00000020312.13"	"Shc2"	chr10	-	79467106	79467169	79465901	79465962	79473282	79473752
114910	"ENSMUSG00000028559.18"	"Osbpl9"	chr4	-	108943511	108943628	108930233	108930346	108944591	108944646
114911	"ENSMUSG00000028559.18"	"Osbpl9"	chr4	-	108955699	108955766	108930233	108930346	108957117	108957147
114912	"ENSMUSG00000028559.18"	"Osbpl9"	chr4	-	108965077	108965141	108959693	108959789	108990940	108991017
114913	"ENSMUSG00000028559.18"	"Osbpl9"	chr4	-	108965077	108965239	108959693	108959789	108990940	108991017
114914	"ENSMUSG00000028559.18"	"Osbpl9"	chr4	-	108993585	108993642	108990973	108991017	109013851	109013993
114915	"ENSMUSG00000028559.18"	"Osbpl9"	chr4	-	109013450	109013930	108990973	108991017	109029470	109029521
114916	"ENSMUSG00000028559.18"	"Osbpl9"	chr4	-	109013708	109013930	108990973	108991017	109029470	109029521
114917	"ENSMUSG00000028559.18"	"Osbpl9"	chr4	-	109057061	109057126	109029470	109029521	109059301	109059469
114918	"ENSMUSG00000008333.13"	"Snrpb2"	chr2	+	142910246	142910321	142907095	142907268	142911293	142911344
114919	"ENSMUSG00000074657.6"	"Kif5a"	chr10	-	127066017	127066044	127064918	127065725	127066437	127066505
114920	"ENSMUSG00000074657.6"	"Kif5a"	chr10	-	127069915	127069972	127069685	127069790	127071485	127071546
114921	"ENSMUSG00000074657.6"	"Kif5a"	chr10	-	127074452	127074521	127073585	127073774	127074613	127074760
114922	"ENSMUSG00000074657.6"	"Kif5a"	chr10	-	127074452	127074760	127073585	127073774	127075042	127075249
114923	"ENSMUSG00000074657.6"	"Kif5a"	chr10	-	127074452	127074889	127073585	127073774	127075042	127075249
114924	"ENSMUSG00000074657.6"	"Kif5a"	chr10	-	127074613	127074889	127073585	127073774	127075042	127075249
114925	"ENSMUSG00000074657.6"	"Kif5a"	chr10	-	127074715	127074760	127073585	127073774	127075042	127075249
114926	"ENSMUSG00000074657.6"	"Kif5a"	chr10	-	127074715	127074889	127073585	127073774	127075042	127075249
114927	"ENSMUSG00000074657.6"	"Kif5a"	chr10	-	127092047	127092185	127084060	127084148	127098636	127099217
114928	"ENSMUSG00000074657.6"	"Kif5a"	chr10	-	127092049	127092185	127084060	127084148	127098636	127099217
114929	"ENSMUSG00000021963.18"	"Sap18"	chr14	+	58038016	58038130	58035944	58036054	58038950	58039073
114930	"ENSMUSG00000021963.18"	"Sap18"	chr14	+	58039378	58039570	58035882	58036054	58042214	58042426
114931	"ENSMUSG00000020003.17"	"Pex7"	chr10	-	19777416	19777497	19770470	19770548	19780308	19780459
114932	"ENSMUSG00000020003.17"	"Pex7"	chr10	-	19781840	19781942	19781590	19781648	19783204	19783435
114933	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20126094	20126226	20122343	20122461	20132929	20133043
114934	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20126094	20126226	20122343	20122461	20137580	20137729
114935	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20126094	20126226	20122343	20122461	20142481	20142597
114936	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20126125	20126226	20122343	20122461	20132929	20133043
114937	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20126125	20126226	20122343	20122461	20137580	20137729
114938	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20126125	20126226	20122343	20122461	20142481	20142597
114939	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20132929	20133075	20122343	20122461	20137580	20137729
114940	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20132929	20133075	20122343	20122461	20142481	20142597
114941	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20132929	20133075	20126115	20126226	20137580	20137729
114942	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20132929	20133075	20126115	20126226	20137604	20137729
114943	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20132929	20133075	20126115	20126226	20142481	20142597
114944	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20132929	20133142	20122343	20122461	20137580	20137729
114945	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20132929	20133142	20126115	20126226	20137580	20137729
114946	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20137580	20137729	20132929	20133075	20142481	20142597
114947	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20137604	20137729	20132929	20133075	20142481	20142597
114948	"ENSMUSG00000019996.18"	"Map7"	chr10	+	20143431	20143507	20142868	20143122	20145105	20145334
114949	"ENSMUSG00000017400.11"	"Stac2"	chr11	-	97933353	97933679	97932292	97932405	97934305	97934612
114950	"ENSMUSG00000017400.11"	"Stac2"	chr11	-	97933353	97933680	97932292	97932405	97934305	97934612
114951	"ENSMUSG00000017400.11"	"Stac2"	chr11	-	97933354	97933679	97932292	97932405	97934305	97934612
114952	"ENSMUSG00000019986.18"	"Ahi1"	chr10	+	20831289	20831421	20828445	20828651	20835510	20835979
114953	"ENSMUSG00000019986.18"	"Ahi1"	chr10	+	20839406	20839433	20838963	20839133	20839571	20839791
114954	"ENSMUSG00000019986.18"	"Ahi1"	chr10	+	20840704	20840820	20839571	20839791	20841415	20841608
114955	"ENSMUSG00000019986.18"	"Ahi1"	chr10	+	20858853	20859041	20857222	20857329	20860203	20860322
114956	"ENSMUSG00000019986.18"	"Ahi1"	chr10	+	20876407	20876604	20864442	20864583	20893811	20893932
114957	"ENSMUSG00000019986.18"	"Ahi1"	chr10	+	20883650	20883764	20876404	20876604	20893811	20893932
114958	"ENSMUSG00000019986.18"	"Ahi1"	chr10	+	20883653	20883677	20876435	20876604	20893811	20893932
114959	"ENSMUSG00000019986.18"	"Ahi1"	chr10	+	20883653	20883677	20876435	20876604	20917084	20917140
114960	"ENSMUSG00000019986.18"	"Ahi1"	chr10	+	20883653	20883764	20876435	20876604	20893811	20893932
114961	"ENSMUSG00000019986.18"	"Ahi1"	chr10	+	20946186	20946228	20934051	20934149	20948441	20948500
114962	"ENSMUSG00000019986.18"	"Ahi1"	chr10	+	20946186	20946442	20934051	20934149	20948444	20948500
114963	"ENSMUSG00000019986.18"	"Ahi1"	chr10	+	20946186	20946467	20934051	20934149	20948441	20948500
114964	"ENSMUSG00000019986.18"	"Ahi1"	chr10	+	20946980	20946999	20946186	20946442	20948441	20948500
114965	"ENSMUSG00000019986.18"	"Ahi1"	chr10	+	20948444	20948500	20934051	20934149	20950273	20950305
114966	"ENSMUSG00000019970.16"	"Sgk1"	chr10	+	21800358	21800507	21758267	21758606	21804240	21804450
114967	"ENSMUSG00000035620.16"	"Ric8b"	chr10	+	84761414	84761457	84753519	84753689	84793879	84793974
114968	"ENSMUSG00000035620.16"	"Ric8b"	chr10	+	84837645	84837765	84827983	84828128	84840642	84840726
114969	"ENSMUSG00000035620.16"	"Ric8b"	chr10	+	84840642	84840726	84827983	84828128	84850939	84854201
114970	"ENSMUSG00000035620.16"	"Ric8b"	chr10	+	84840642	84840726	84837645	84837765	84850939	84854201
114971	"ENSMUSG00000035620.16"	"Ric8b"	chr10	+	84844520	84844657	84837645	84837765	84850939	84854201
114972	"ENSMUSG00000035620.16"	"Ric8b"	chr10	+	84844557	84844657	84837645	84837765	84850939	84854201
114973	"ENSMUSG00000019865.10"	"Nmbr"	chr10	+	14595572	14595786	14581370	14581417	14610546	14610656
114974	"ENSMUSG00000019865.10"	"Nmbr"	chr10	+	14636072	14636454	14610546	14610656	14642420	14642769
114975	"ENSMUSG00000055991.16"	"Zkscan5"	chr5	+	145155096	145155530	145144385	145144518	145156862	145158560
114976	"ENSMUSG00000054966.14"	"Lmntd1"	chr6	-	145382672	145382784	145375722	145375856	145396148	145396493
114977	"ENSMUSG00000063239.18"	"Grm4"	chr17	-	27650305	27650441	27644872	27645807	27653506	27654442
114978	"ENSMUSG00000063239.18"	"Grm4"	chr17	-	27654598	27654802	27653506	27654442	27657269	27657406
114979	"ENSMUSG00000063239.18"	"Grm4"	chr17	-	27656809	27656944	27653506	27654442	27657269	27657406
114980	"ENSMUSG00000063239.18"	"Grm4"	chr17	-	27656931	27656944	27653506	27654442	27657269	27657406
114981	"ENSMUSG00000063239.18"	"Grm4"	chr17	-	27678556	27678714	27673460	27673596	27691881	27692290
114982	"ENSMUSG00000063239.18"	"Grm4"	chr17	-	27715230	27715335	27691881	27692098	27721620	27722507
114983	"ENSMUSG00000063239.18"	"Grm4"	chr17	-	27715230	27715398	27691881	27692098	27721620	27722507
114984	"ENSMUSG00000019984.17"	"Med23"	chr10	+	24759101	24759119	24758451	24758547	24762722	24762790
114985	"ENSMUSG00000019984.17"	"Med23"	chr10	+	24762722	24762790	24758451	24758547	24764297	24764498
114986	"ENSMUSG00000019984.17"	"Med23"	chr10	+	24762722	24762790	24759101	24759119	24764297	24764498
114987	"ENSMUSG00000019984.17"	"Med23"	chr10	+	24762722	24762800	24758451	24758547	24764297	24764498
114988	"ENSMUSG00000019984.17"	"Med23"	chr10	+	24762722	24762800	24759101	24759119	24764297	24764498
114989	"ENSMUSG00000019984.17"	"Med23"	chr10	+	24773966	24774065	24773082	24773257	24774307	24774471
114990	"ENSMUSG00000045257.11"	"Morn2"	chr17	+	80601142	80601230	80599753	80599807	80601898	80602005
114991	"ENSMUSG00000051354.15"	"Samd3"	chr10	+	26106001	26106425	26105604	26105712	26106725	26106915
114992	"ENSMUSG00000038718.16"	"Pbx3"	chr2	-	34114330	34114658	34103411	34103454	34260835	34260858
114993	"ENSMUSG00000006289.15"	"Osgep"	chr14	-	51158584	51158799	51157386	51157506	51162120	51162350
114994	"ENSMUSG00000038916.8"	"Mtcl3"	chr10	+	29024164	29024405	29023716	29023749	29026239	29026398
114995	"ENSMUSG00000038916.8"	"Mtcl3"	chr10	+	29040858	29040936	29026239	29026398	29056957	29057029
114996	"ENSMUSG00000030495.13"	"Slc7a10"	chr7	+	34896516	34896791	34894511	34894716	34897026	34897152
114997	"ENSMUSG00000030495.13"	"Slc7a10"	chr7	+	34896755	34896791	34894511	34894716	34897026	34897152
114998	"ENSMUSG00000030495.13"	"Slc7a10"	chr7	+	34898260	34898401	34898055	34898179	34898649	34898746
114999	"ENSMUSG00000030495.13"	"Slc7a10"	chr7	+	34898964	34899163	34898649	34898746	34899700	34899878
115000	"ENSMUSG00000030495.13"	"Slc7a10"	chr7	+	34898964	34899443	34898649	34898746	34899700	34899878
115001	"ENSMUSG00000029247.18"	"Paics"	chr5	+	77102287	77102404	77099623	77099682	77104392	77104693
115002	"ENSMUSG00000029247.18"	"Paics"	chr5	+	77109040	77109136	77107161	77107340	77109239	77109353
115003	"ENSMUSG00000115157.3"	"Gm49397"	chr15	-	37437630	37437770	37432720	37432801	37448471	37448523
115004	"ENSMUSG00000115157.3"	"Gm49397"	chr15	-	37661226	37661330	37584699	37584749	37725327	37725405
115005	"ENSMUSG00000115157.3"	"Gm49397"	chr15	-	37661226	37661330	37584699	37584749	37780379	37780471
115006	"ENSMUSG00000115157.3"	"Gm49397"	chr15	-	37661226	37661330	37584699	37584749	37792246	37792275
115007	"ENSMUSG00000115157.3"	"Gm49397"	chr15	-	37780083	37780471	37661275	37661330	37792246	37792271
115008	"ENSMUSG00000115157.3"	"Gm49397"	chr15	-	37780242	37780471	37661275	37661330	37792246	37792271
115009	"ENSMUSG00000019792.9"	"Trmt11"	chr10	-	30443756	30443864	30442421	30442502	30463434	30463591
115010	"ENSMUSG00000039697.17"	"Ncoa7"	chr10	-	30547458	30547507	30538289	30538437	30565699	30565868
115011	"ENSMUSG00000039697.17"	"Ncoa7"	chr10	-	30580596	30580689	30577914	30578022	30598641	30598862
115012	"ENSMUSG00000039697.17"	"Ncoa7"	chr10	-	30647715	30647783	30598641	30598862	30678824	30679322
115013	"ENSMUSG00000019789.10"	"Hey2"	chr10	-	30716386	30716497	30713470	30713552	30716599	30716678
115014	"ENSMUSG00000066442.18"	"Mthfs"	chr9	+	89095134	89095309	89093463	89093534	89097261	89097523
115015	"ENSMUSG00000021301.10"	"Hecw1"	chr13	-	14406191	14406267	14402643	14405345	14408883	14409082
115016	"ENSMUSG00000021301.10"	"Hecw1"	chr13	-	14629482	14629594	14609018	14609076	14696015	14696437
115017	"ENSMUSG00000021301.10"	"Hecw1"	chr13	-	14690763	14690846	14609018	14609076	14696015	14696437
115018	"ENSMUSG00000033852.17"	"Gm28042"	chr2	+	119861787	119861883	119861296	119861399	119862321	119862481
115019	"ENSMUSG00000038495.15"	"Otud7b"	chr3	+	96037541	96037565	96011838	96012131	96043784	96043935
115020	"ENSMUSG00000038495.15"	"Otud7b"	chr3	+	96037541	96037565	96011857	96011940	96043784	96043935
115021	"ENSMUSG00000038495.15"	"Otud7b"	chr3	+	96037541	96037565	96016022	96016080	96043784	96043935
115022	"ENSMUSG00000038495.15"	"Otud7b"	chr3	+	96037541	96037654	96016022	96016080	96038802	96038974
115023	"ENSMUSG00000038495.15"	"Otud7b"	chr3	+	96038802	96038974	96016022	96016080	96043784	96043935
115024	"ENSMUSG00000038495.15"	"Otud7b"	chr3	+	96038802	96038974	96037541	96037654	96043784	96043935
115025	"ENSMUSG00000038495.15"	"Otud7b"	chr3	+	96053015	96053102	96052278	96052406	96058178	96058291
115026	"ENSMUSG00000026463.18"	"Atp2b4"	chr1	-	133635546	133635570	133634048	133634734	133639379	133639560
115027	"ENSMUSG00000026463.18"	"Atp2b4"	chr1	-	133635546	133635570	133634048	133634734	133642791	133642968
115028	"ENSMUSG00000026463.18"	"Atp2b4"	chr1	-	133635546	133635596	133634048	133634734	133642791	133642968
115029	"ENSMUSG00000026463.18"	"Atp2b4"	chr1	-	133639379	133639560	133635546	133635570	133642791	133642968
115030	"ENSMUSG00000026463.18"	"Atp2b4"	chr1	-	133647152	133647253	133646437	133646651	133654194	133654301
115031	"ENSMUSG00000026463.18"	"Atp2b4"	chr1	-	133650457	133650506	133647061	133647253	133654194	133654301
115032	"ENSMUSG00000026463.18"	"Atp2b4"	chr1	-	133657207	133657258	133656434	133656614	133657454	133657686
115033	"ENSMUSG00000026463.18"	"Atp2b4"	chr1	-	133663994	133664389	133662785	133662947	133665727	133665856
115034	"ENSMUSG00000026463.18"	"Atp2b4"	chr1	-	133712605	133712787	133667651	133667849	133728374	133728779
115035	"ENSMUSG00000026463.18"	"Atp2b4"	chr1	-	133712605	133712787	133680826	133681485	133728374	133728779
115036	"ENSMUSG00000026463.18"	"Atp2b4"	chr1	-	133712605	133712787	133681437	133681487	133728374	133728779
115037	"ENSMUSG00000019785.15"	"Clvs2"	chr10	-	33404318	33404510	33388281	33389342	33419377	33419488
115038	"ENSMUSG00000019785.15"	"Clvs2"	chr10	-	33405643	33405816	33404318	33404539	33419377	33419488
115039	"ENSMUSG00000019785.15"	"Clvs2"	chr10	-	33419377	33419483	33388281	33389342	33471739	33471914
115040	"ENSMUSG00000019785.15"	"Clvs2"	chr10	-	33420672	33420711	33419377	33419488	33471739	33471914
115041	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16427739	16427946	16415927	16416235	16436302	16436363
115042	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16436302	16436359	16413630	16416235	16439978	16440110
115043	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16488928	16488985	16464366	16464434	16510546	16510682
115044	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16510546	16510678	16444897	16445035	16533258	16533418
115045	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16510546	16510678	16464274	16464434	16533258	16533418
115046	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16533258	16533403	16464274	16464434	16579565	16579632
115047	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16533258	16533403	16510546	16510682	16579565	16579632
115048	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16533279	16533403	16510665	16510682	16579565	16579632
115049	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16533279	16533418	16510665	16510682	16579565	16579632
115050	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16550996	16551034	16533258	16533418	16579565	16579632
115051	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16556243	16556374	16533258	16533418	16561464	16561618
115052	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16556243	16556389	16533258	16533418	16579565	16579632
115053	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16561464	16561618	16533258	16533418	16579565	16579632
115054	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16561464	16561618	16556243	16556374	16579565	16579632
115055	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16575717	16576006	16533258	16533418	16579565	16579632
115056	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16586971	16587154	16579565	16579632	16589396	16589531
115057	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16586971	16587159	16579565	16579632	16589396	16589531
115058	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16586971	16587159	16579565	16579632	16590224	16590336
115059	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16587105	16587154	16579565	16579632	16589396	16589531
115060	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16587105	16587159	16579565	16579632	16589396	16589531
115061	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16587105	16587159	16579565	16579632	16590224	16590336
115062	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16588608	16588640	16579565	16579632	16589396	16589531
115063	"ENSMUSG00000025920.20"	"Stau2"	chr1	-	16588608	16588645	16579565	16579632	16589396	16589531
115064	"ENSMUSG00000030610.14"	"Det1"	chr7	-	78477319	78477412	78471294	78473008	78483858	78484050
115065	"ENSMUSG00000033491.15"	"Prss35"	chr9	+	86626280	86626315	86625701	86625859	86637210	86640496
115066	"ENSMUSG00000033491.15"	"Prss35"	chr9	+	86626280	86626363	86625701	86625859	86637210	86640496
115067	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320740	78320829	78319784	78319910	78321100	78321934
115068	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320740	78320829	78319784	78319910	78321783	78321871
115069	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320740	78321163	78319784	78319910	78321357	78321779
115070	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320740	78321163	78319784	78319910	78321783	78321871
115071	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320740	78321165	78319784	78319910	78321783	78321871
115072	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320740	78321194	78319784	78319910	78321357	78321779
115073	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320740	78321194	78319784	78319910	78321783	78321871
115074	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320740	78321194	78319784	78319910	78322686	78323109
115075	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320768	78320829	78319784	78319910	78321100	78321934
115076	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320768	78320829	78319784	78319910	78321783	78321871
115077	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320768	78321163	78319784	78319910	78321357	78321779
115078	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320768	78321163	78319784	78319910	78321783	78321871
115079	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320768	78321165	78319784	78319910	78321783	78321871
115080	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320768	78321194	78319784	78319910	78321357	78321779
115081	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320768	78321194	78319784	78319910	78321783	78321871
115082	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78320768	78321194	78319784	78319910	78322686	78323109
115083	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78321059	78321163	78319784	78319910	78321357	78321779
115084	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78321059	78321163	78319784	78319910	78321783	78321871
115085	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78321059	78321165	78319784	78319910	78321783	78321871
115086	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78321059	78321194	78319784	78319910	78321357	78321779
115087	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78321059	78321194	78319784	78319910	78321783	78321871
115088	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78321059	78321194	78319784	78319910	78322686	78323109
115089	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78321059	78321299	78319784	78319910	78321783	78321871
115090	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78321059	78321299	78319784	78319910	78322686	78322847
115091	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78321059	78321432	78319784	78319910	78321783	78321871
115092	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78321059	78321513	78319784	78319910	78321783	78321871
115093	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78321059	78321513	78319784	78319910	78322686	78323503
115094	"ENSMUSG00000033287.18"	"Kctd17"	chr15	+	78321100	78321165	78319784	78319910	78321783	78321871
