ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
37525	"ENSMUSG00000037270.19"	"Bltp1"	chr3	+	37089925	37090138	37089925	37090126	37090805	37091989
37526	"ENSMUSG00000037270.19"	"Bltp1"	chr3	+	37090805	37090985	37090805	37090936	37092673	37092811
37527	"ENSMUSG00000041417.16"	"Pik3r1"	chr13	-	101823918	101824151	101824008	101824151	101823638	101823815
37528	"ENSMUSG00000041417.16"	"Pik3r1"	chr13	-	101826750	101827091	101826988	101827091	101825906	101826005
37529	"ENSMUSG00000028053.14"	"Ash1l"	chr3	+	88857928	88858302	88857928	88858295	88873118	88873635
37530	"ENSMUSG00000028053.14"	"Ash1l"	chr3	+	88907034	88907231	88907034	88907182	88909079	88909181
37531	"ENSMUSG00000028053.14"	"Ash1l"	chr3	+	88970957	88971012	88970957	88971010	88971092	88971225
37532	"ENSMUSG00000028053.14"	"Ash1l"	chr3	+	88973478	88973727	88973478	88973726	88974461	88974548
37533	"ENSMUSG00000021774.14"	"Ube2e1"	chr14	+	4138598	4138832	4138598	4138746	4143265	4145879
37534	"ENSMUSG00000021774.14"	"Ube2e1"	chr14	+	4142404	4142522	4142404	4142409	4143265	4145879
37535	"ENSMUSG00000035614.12"	"Togaram1"	chr12	+	65055323	65055493	65055323	65055482	65057886	65058013
37536	"ENSMUSG00000035614.12"	"Togaram1"	chr12	+	65059485	65059727	65059485	65059685	65063254	65063444
37537	"ENSMUSG00000035614.12"	"Togaram1"	chr12	+	65065894	65066125	65065894	65066121	65067087	65067174
37538	"ENSMUSG00000035614.12"	"Togaram1"	chr12	+	65067087	65067189	65067087	65067174	65068213	65069347
37539	"ENSMUSG00000020949.10"	"Fkbp3"	chr12	-	65110333	65110549	65110451	65110549	65109454	65109514
37540	"ENSMUSG00000020949.10"	"Fkbp3"	chr12	-	65120448	65120688	65120579	65120688	65116724	65116826
37541	"ENSMUSG00000020949.10"	"Fkbp3"	chr12	-	65120579	65120674	65120588	65120674	65116724	65116826
37542	"ENSMUSG00000029055.18"	"Plch2"	chr4	-	155073574	155073654	155073579	155073654	155071175	155071473
37543	"ENSMUSG00000029055.18"	"Plch2"	chr4	-	155075145	155075253	155075187	155075253	155074349	155074474
37544	"ENSMUSG00000029055.18"	"Plch2"	chr4	-	155075145	155075623	155075471	155075623	155074349	155074474
37545	"ENSMUSG00000029055.18"	"Plch2"	chr4	-	155075187	155075623	155075471	155075623	155074349	155074474
37546	"ENSMUSG00000029055.18"	"Plch2"	chr4	-	155075461	155075623	155075471	155075623	155075145	155075253
37547	"ENSMUSG00000029055.18"	"Plch2"	chr4	-	155080471	155080617	155080588	155080617	155077381	155077480
37548	"ENSMUSG00000029055.18"	"Plch2"	chr4	-	155091373	155091464	155091374	155091464	155091058	155091188
37549	"ENSMUSG00000029055.18"	"Plch2"	chr4	-	155103370	155103562	155103440	155103562	155093533	155093594
37550	"ENSMUSG00000020333.18"	"Acsl6"	chr11	+	54210977	54211244	54210977	54211093	54214066	54214181
37551	"ENSMUSG00000020333.18"	"Acsl6"	chr11	+	54210977	54211244	54210977	54211198	54214066	54214181
37552	"ENSMUSG00000020333.18"	"Acsl6"	chr11	+	54227483	54227974	54227483	54227839	54229237	54229372
37553	"ENSMUSG00000020333.18"	"Acsl6"	chr11	+	54229237	54229460	54229237	54229372	54229825	54230113
37554	"ENSMUSG00000020333.18"	"Acsl6"	chr11	+	54243816	54244077	54243816	54243888	54251885	54255582
37555	"ENSMUSG00000021895.11"	"Arhgef3"	chr14	+	26836855	26837272	26836855	26836880	26874918	26875012
37556	"ENSMUSG00000021895.11"	"Arhgef3"	chr14	+	27083345	27083752	27083345	27083726	27084746	27084854
37557	"ENSMUSG00000049751.7"	"Rpl36al"	chr12	-	69230527	69230857	69230756	69230857	69229514	69229939
37558	"ENSMUSG00000021241.8"	"Isca2"	chr12	+	84820064	84820145	84820064	84820069	84820348	84821110
37559	"ENSMUSG00000021241.8"	"Isca2"	chr12	+	84820050	84820145	84820050	84820069	84820369	84821862
37560	"ENSMUSG00000020974.7"	"Pole2"	chr12	-	69254355	69254710	69254632	69254710	69253183	69253292
37561	"ENSMUSG00000029048.4"	"Rer1"	chr4	-	155167565	155167693	155167588	155167693	155167144	155167211
37562	"ENSMUSG00000029048.4"	"Rer1"	chr4	-	155168690	155168877	155168694	155168877	155167565	155167774
37563	"ENSMUSG00000029048.4"	"Rer1"	chr4	-	155170652	155170828	155170661	155170828	155167565	155167774
37564	"ENSMUSG00000054894.7"	"Dmac2l"	chr12	+	69771735	69771792	69771735	69771788	69784724	69784835
37565	"ENSMUSG00000054894.7"	"Dmac2l"	chr12	+	69771757	69772068	69771757	69771792	69784724	69784835
37566	"ENSMUSG00000047603.10"	"Zfp235"	chr7	+	23835407	23835492	23835407	23835481	23835633	23836339
37567	"ENSMUSG00000032125.22"	"Robo4"	chr9	+	37313850	37314152	37313850	37314123	37314447	37314605
37568	"ENSMUSG00000032125.22"	"Robo4"	chr9	+	37313850	37314183	37313850	37314123	37314447	37314605
37569	"ENSMUSG00000032125.22"	"Robo4"	chr9	+	37313850	37314183	37313850	37314152	37314447	37314605
37570	"ENSMUSG00000032125.22"	"Robo4"	chr9	+	37319233	37319370	37319233	37319358	37319468	37319732
37571	"ENSMUSG00000020990.6"	"Cdkl1"	chr12	-	69816141	69816295	69816173	69816295	69806871	69806944
37572	"ENSMUSG00000020990.6"	"Cdkl1"	chr12	-	69836760	69837038	69836998	69837038	69816173	69816295
37573	"ENSMUSG00000030986.14"	"Dhx32"	chr7	-	133326128	133326278	133326197	133326278	133324772	133324958
37574	"ENSMUSG00000030986.14"	"Dhx32"	chr7	-	133332244	133332629	133332459	133332629	133326932	133327124
37575	"ENSMUSG00000030986.14"	"Dhx32"	chr7	-	133335934	133336037	133335937	133336037	133335696	133335855
37576	"ENSMUSG00000113694.2"	"Gm48747"	chr12	+	70306284	70306515	70306284	70306511	70322040	70322371
37577	"ENSMUSG00000034601.18"	"2700049A03Rik"	chr12	+	71209349	71209574	71209349	71209572	71211157	71211332
37578	"ENSMUSG00000034601.18"	"2700049A03Rik"	chr12	+	71231196	71231399	71231196	71231396	71234154	71234311
37579	"ENSMUSG00000034601.18"	"2700049A03Rik"	chr12	+	71236180	71236556	71236180	71236428	71237668	71237739
37580	"ENSMUSG00000034574.11"	"Daam1"	chr12	+	71877921	71878390	71877921	71878105	71942500	71942720
37581	"ENSMUSG00000034574.11"	"Daam1"	chr12	+	72032456	72032588	72032456	72032587	72035659	72035830
37582	"ENSMUSG00000025154.16"	"Arhgap19"	chr19	-	41776738	41776825	41776744	41776825	41774996	41775206
37583	"ENSMUSG00000034501.8"	"Pcnx4"	chr12	+	72602617	72603132	72602617	72602780	72603574	72603694
37584	"ENSMUSG00000034501.8"	"Pcnx4"	chr12	+	72622127	72622314	72622127	72622298	72626077	72626893
37585	"ENSMUSG00000042918.18"	"Mamstr"	chr7	+	45292920	45293392	45292920	45293115	45293627	45295165
37586	"ENSMUSG00000021182.17"	"Ccdc88c"	chr12	-	100934468	100934653	100934512	100934653	100934066	100934251
37587	"ENSMUSG00000021182.17"	"Ccdc88c"	chr12	-	100994694	100995168	100994817	100995168	100994494	100994595
37588	"ENSMUSG00000021182.17"	"Ccdc88c"	chr12	-	100994694	100995168	100995030	100995168	100994494	100994595
37589	"ENSMUSG00000021182.17"	"Ccdc88c"	chr12	-	100994817	100995168	100995030	100995168	100994494	100994595
37590	"ENSMUSG00000039385.6"	"Cdh6"	chr15	-	13040933	13041295	13041043	13041295	13028786	13034776
37591	"ENSMUSG00000039385.6"	"Cdh6"	chr15	-	13173294	13173761	13173599	13173761	13091735	13092096
37592	"ENSMUSG00000034442.12"	"Trmt5"	chr12	-	73332152	73332506	73332429	73332506	73331465	73332049
37593	"ENSMUSG00000034442.12"	"Trmt5"	chr12	-	73332429	73332749	73332677	73332749	73331465	73332049
37594	"ENSMUSG00000034442.12"	"Trmt5"	chr12	-	73333397	73333484	73333457	73333484	73332677	73332749
37595	"ENSMUSG00000021113.6"	"Snapc1"	chr12	+	74011299	74011524	74011299	74011520	74014681	74014841
37596	"ENSMUSG00000021113.6"	"Snapc1"	chr12	+	74026245	74026406	74026245	74026402	74029251	74029596
37597	"ENSMUSG00000021113.6"	"Snapc1"	chr12	+	74026245	74026461	74026245	74026402	74029251	74029596
37598	"ENSMUSG00000021113.6"	"Snapc1"	chr12	+	74026245	74026461	74026245	74026406	74029251	74029596
37599	"ENSMUSG00000021113.6"	"Snapc1"	chr12	+	74029251	74029353	74029251	74029349	74030636	74035740
37600	"ENSMUSG00000097649.5"	"Gm10561"	chr1	+	55267654	55267851	55267654	55267718	55274087	55274785
37601	"ENSMUSG00000056459.15"	"Zbtb25"	chr12	-	76403587	76403914	76403833	76403914	76402662	76402842
37602	"ENSMUSG00000056459.15"	"Zbtb25"	chr12	-	76403587	76403914	76403879	76403914	76402662	76402842
37603	"ENSMUSG00000056459.15"	"Zbtb25"	chr12	-	76403833	76403914	76403879	76403914	76402662	76402842
37604	"ENSMUSG00000056459.15"	"Zbtb25"	chr12	-	76415773	76416167	76416107	76416167	76402662	76402842
37605	"ENSMUSG00000056459.15"	"Zbtb25"	chr12	-	76415773	76416238	76416111	76416238	76402662	76402842
37606	"ENSMUSG00000086361.2"	"Gm6569"	chr15	+	73706409	73706723	73706409	73706537	73707353	73707432
37607	"ENSMUSG00000021061.16"	"Sptb"	chr12	-	76644391	76644575	76644498	76644575	76634104	76634364
37608	"ENSMUSG00000021061.16"	"Sptb"	chr12	-	76644391	76644575	76644499	76644575	76634104	76634364
37609	"ENSMUSG00000021061.16"	"Sptb"	chr12	-	76644498	76644575	76644499	76644575	76634104	76634364
37610	"ENSMUSG00000021061.16"	"Sptb"	chr12	-	76650162	76650537	76650166	76650537	76648633	76648878
37611	"ENSMUSG00000021061.16"	"Sptb"	chr12	-	76655227	76655467	76655264	76655467	76654755	76654845
37612	"ENSMUSG00000021061.16"	"Sptb"	chr12	-	76756708	76757321	76757071	76757321	76696550	76696752
37613	"ENSMUSG00000021062.16"	"Rab15"	chr12	-	76849841	76849919	76849859	76849919	76848665	76848755
37614	"ENSMUSG00000132294.1"	"ENSMUSG00000132294"	chr12	-	76914459	76914556	76914473	76914556	76905636	76905965
37615	"ENSMUSG00000027881.15"	"Prpf38b"	chr3	-	108815088	108815143	108815102	108815143	108812426	108812650
37616	"ENSMUSG00000027881.15"	"Prpf38b"	chr3	-	108813387	108813441	108813391	108813441	108813233	108813304
37617	"ENSMUSG00000027881.15"	"Prpf38b"	chr3	-	108813389	108813434	108813391	108813434	108813233	108813304
37618	"ENSMUSG00000027881.15"	"Prpf38b"	chr3	-	108815088	108815143	108815102	108815143	108813233	108813304
37619	"ENSMUSG00000027881.15"	"Prpf38b"	chr3	-	108815088	108815143	108815102	108815143	108813387	108813441
37620	"ENSMUSG00000021114.10"	"Atp6v1d"	chr12	-	78896495	78896558	78896513	78896558	78895169	78895273
37621	"ENSMUSG00000021114.10"	"Atp6v1d"	chr12	-	78903978	78904118	78904000	78904118	78896513	78896558
37622	"ENSMUSG00000021114.10"	"Atp6v1d"	chr12	-	78903978	78904118	78904000	78904118	78899038	78899118
37623	"ENSMUSG00000021114.10"	"Atp6v1d"	chr12	-	78907931	78908412	78908192	78908412	78904000	78904118
37624	"ENSMUSG00000021116.11"	"Eif2s1"	chr12	+	78923865	78924017	78923865	78923966	78926724	78926831
37625	"ENSMUSG00000046157.14"	"Tmem229b"	chr12	-	79026953	79027296	79027230	79027296	79024543	79024715
37626	"ENSMUSG00000046157.14"	"Tmem229b"	chr12	-	79026953	79027296	79027257	79027296	79024543	79024715
37627	"ENSMUSG00000046157.14"	"Tmem229b"	chr12	-	79027230	79027296	79027257	79027296	79024543	79024715
37628	"ENSMUSG00000060716.8"	"Plekhh1"	chr12	+	79115792	79115901	79115792	79115843	79116677	79116790
37629	"ENSMUSG00000059060.16"	"Rad51b"	chr12	+	79344055	79344359	79344055	79344106	79347315	79347421
37630	"ENSMUSG00000059060.16"	"Rad51b"	chr12	+	79344124	79344359	79344124	79344157	79347315	79347421
37631	"ENSMUSG00000059060.16"	"Rad51b"	chr12	+	79344336	79345028	79344336	79344359	79347315	79347421
37632	"ENSMUSG00000059060.16"	"Rad51b"	chr12	+	79813844	79813948	79813844	79813944	79849963	79850042
37633	"ENSMUSG00000026851.10"	"BC005624"	chr2	-	30863676	30863802	30863703	30863802	30862188	30863313
37634	"ENSMUSG00000026851.10"	"BC005624"	chr2	-	30867744	30867981	30867903	30867981	30865903	30866100
37635	"ENSMUSG00000026851.10"	"BC005624"	chr2	-	30871494	30871554	30871499	30871554	30870010	30870062
37636	"ENSMUSG00000021007.15"	"Spata7"	chr12	+	98600248	98600578	98600248	98600410	98603824	98605161
37637	"ENSMUSG00000021007.15"	"Spata7"	chr12	+	98612278	98612757	98612278	98612699	98614607	98614741
37638	"ENSMUSG00000038014.8"	"Fam120a"	chr13	-	49075623	49075726	49075628	49075726	49075157	49075441
37639	"ENSMUSG00000032705.10"	"Exd2"	chr12	+	80536175	80536507	80536175	80536367	80537554	80537661
37640	"ENSMUSG00000032705.10"	"Exd2"	chr12	+	80537554	80537663	80537554	80537661	80537868	80538004
37641	"ENSMUSG00000032705.10"	"Exd2"	chr12	+	80537554	80537663	80537554	80537661	80539315	80539672
37642	"ENSMUSG00000021130.9"	"Galnt16"	chr12	+	80565050	80565422	80565050	80565321	80565829	80566119
37643	"ENSMUSG00000021130.9"	"Galnt16"	chr12	+	80626738	80626860	80626738	80626815	80627995	80628083
37644	"ENSMUSG00000021130.9"	"Galnt16"	chr12	+	80644767	80644917	80644767	80644915	80648468	80650672
37645	"ENSMUSG00000021131.15"	"Erh"	chr12	-	80682514	80682654	80682563	80682654	80681130	80681301
37646	"ENSMUSG00000021131.15"	"Erh"	chr12	-	80682514	80682654	80682588	80682654	80681130	80681301
37647	"ENSMUSG00000021131.15"	"Erh"	chr12	-	80682563	80682654	80682588	80682654	80681130	80681301
37648	"ENSMUSG00000027254.14"	"Map1a"	chr2	+	121121164	121121377	121121164	121121302	121129077	121129160
37649	"ENSMUSG00000027254.14"	"Map1a"	chr2	+	121121164	121121552	121121164	121121302	121129077	121129160
37650	"ENSMUSG00000027254.14"	"Map1a"	chr2	+	121121164	121121552	121121164	121121377	121129077	121129160
37651	"ENSMUSG00000027254.14"	"Map1a"	chr2	+	121127363	121127543	121127363	121127453	121129077	121129160
37652	"ENSMUSG00000027254.14"	"Map1a"	chr2	+	121127363	121127744	121127363	121127453	121129077	121129160
37653	"ENSMUSG00000027254.14"	"Map1a"	chr2	+	121127363	121127744	121127363	121127543	121129077	121129160
37654	"ENSMUSG00000027254.14"	"Map1a"	chr2	+	121137995	121138216	121137995	121138187	121138412	121141313
37655	"ENSMUSG00000022965.9"	"Ifngr2"	chr16	+	91351835	91351968	91351835	91351954	91354772	91354966
37656	"ENSMUSG00000022965.9"	"Ifngr2"	chr16	+	91351835	91352026	91351835	91351954	91354772	91354966
37657	"ENSMUSG00000022965.9"	"Ifngr2"	chr16	+	91351835	91352026	91351835	91351968	91354772	91354966
37658	"ENSMUSG00000021134.18"	"Srsf5"	chr12	+	80994902	80995329	80994902	80995240	80995868	80995942
37659	"ENSMUSG00000094814.2"	"Gm21973"	chr15	+	10325952	10326052	10325952	10326023	10326561	10326631
37660	"ENSMUSG00000084771.11"	"A230072E10Rik"	chrX	-	150097935	150098137	150098027	150098137	150094333	150094402
37661	"ENSMUSG00000042724.9"	"Map3k9"	chr12	-	81780787	81781029	81780853	81781029	81778765	81779006
37662	"ENSMUSG00000042724.9"	"Map3k9"	chr12	-	81827263	81827648	81827363	81827648	81819453	81819867
37663	"ENSMUSG00000038736.11"	"Nudcd1"	chr15	-	44290810	44291255	44291057	44291255	44284114	44284269
37664	"ENSMUSG00000021219.17"	"Rgs6"	chr12	+	82664408	82664899	82664408	82664586	82698582	82698686
37665	"ENSMUSG00000021219.17"	"Rgs6"	chr12	+	82664427	82664899	82664427	82664505	82698582	82698686
37666	"ENSMUSG00000021219.17"	"Rgs6"	chr12	+	82664622	82664899	82664622	82664872	82698582	82698686
37667	"ENSMUSG00000042628.9"	"Zfyve1"	chr12	-	83598239	83598420	83598253	83598420	83597594	83597708
37668	"ENSMUSG00000042628.9"	"Zfyve1"	chr12	-	83598855	83599320	83599149	83599320	83598239	83598420
37669	"ENSMUSG00000042628.9"	"Zfyve1"	chr12	-	83643177	83643596	83643400	83643596	83642050	83642096
37670	"ENSMUSG00000042628.9"	"Zfyve1"	chr12	-	83643177	83643596	83643518	83643596	83642050	83642096
37671	"ENSMUSG00000042628.9"	"Zfyve1"	chr12	-	83643400	83643596	83643518	83643596	83642050	83642096
37672	"ENSMUSG00000042628.9"	"Zfyve1"	chr12	-	83643400	83643888	83643661	83643888	83642050	83642096
37673	"ENSMUSG00000042628.9"	"Zfyve1"	chr12	-	83643518	83643888	83643661	83643888	83642050	83642096
37674	"ENSMUSG00000052392.6"	"Acot4"	chr12	+	84087412	84087645	84087412	84087548	84089964	84095375
37675	"ENSMUSG00000052392.6"	"Acot4"	chr12	+	84088465	84088813	84088465	84088543	84089964	84095375
37676	"ENSMUSG00000101892.2"	"9130401M01Rik"	chr15	-	57895291	57895475	57895379	57895475	57894352	57894496
37677	"ENSMUSG00000101892.2"	"9130401M01Rik"	chr15	-	57896664	57896778	57896751	57896778	57895379	57895475
37678	"ENSMUSG00000073650.10"	"Catip"	chr1	+	74403377	74403875	74403377	74403562	74405775	74405900
37679	"ENSMUSG00000073650.10"	"Catip"	chr1	+	74403377	74403875	74403377	74403562	74406945	74407022
37680	"ENSMUSG00000042472.12"	"Zfp410"	chr12	+	84363625	84363948	84363625	84363819	84368585	84368765
37681	"ENSMUSG00000021235.14"	"Coq6"	chr12	+	84418224	84418332	84418224	84418305	84418912	84419085
37682	"ENSMUSG00000021235.14"	"Coq6"	chr12	+	84418177	84418332	84418177	84418330	84418912	84419115
37683	"ENSMUSG00000021235.14"	"Coq6"	chr12	+	84418912	84419115	84418912	84419085	84419192	84419308
37684	"ENSMUSG00000057265.14"	"Bbof1"	chr12	+	84457810	84458043	84457810	84458039	84460037	84460103
37685	"ENSMUSG00000085793.4"	"Lin52"	chr12	+	84498195	84498669	84498195	84498317	84503014	84503089
37686	"ENSMUSG00000085793.4"	"Lin52"	chr12	+	84503014	84503089	84503014	84503087	84504722	84504760
37687	"ENSMUSG00000085793.4"	"Lin52"	chr12	+	84509142	84509226	84509142	84509180	84576463	84578347
37688	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106330489	106330644	106330489	106330621	106331108	106331206
37689	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106330605	106330841	106330605	106330644	106331108	106331206
37690	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106332598	106332797	106332598	106332712	106337203	106337348
37691	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106333295	106333642	106333295	106333636	106337203	106337348
37692	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106337478	106337966	106337478	106337628	106338191	106338323
37693	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106338268	106338592	106338268	106338323	106339047	106339122
37694	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106338191	106338558	106338191	106338478	106339047	106339123
37695	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106338191	106338560	106338191	106338478	106339047	106339123
37696	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106338191	106338562	106338191	106338478	106339047	106339123
37697	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106338191	106338560	106338191	106338558	106339047	106339123
37698	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106338191	106338562	106338191	106338558	106339047	106339123
37699	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106338191	106338562	106338191	106338560	106339047	106339123
37700	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106338268	106338592	106338268	106338478	106339047	106339123
37701	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106338268	106338592	106338268	106338558	106339047	106339123
37702	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106338268	106338592	106338268	106338560	106339047	106339123
37703	"ENSMUSG00000023495.14"	"Pcbp4"	chr9	+	106338268	106338592	106338268	106338562	106339047	106339123
37704	"ENSMUSG00000004789.11"	"Dlst"	chr12	+	85162046	85162095	85162046	85162093	85165132	85165375
37705	"ENSMUSG00000004789.11"	"Dlst"	chr12	+	85166006	85166118	85166006	85166115	85168760	85168913
37706	"ENSMUSG00000004789.11"	"Dlst"	chr12	+	85170547	85170645	85170547	85170634	85175084	85175215
37707	"ENSMUSG00000019235.10"	"Rps6kl1"	chr12	-	85187598	85187644	85187602	85187644	85187117	85187250
37708	"ENSMUSG00000019235.10"	"Rps6kl1"	chr12	-	85196397	85196682	85196406	85196682	85194519	85194644
37709	"ENSMUSG00000019235.10"	"Rps6kl1"	chr12	-	85196406	85196682	85196427	85196682	85194519	85194644
37710	"ENSMUSG00000019235.10"	"Rps6kl1"	chr12	-	85197630	85198010	85197936	85198010	85196427	85196682
37711	"ENSMUSG00000021245.16"	"Mlh3"	chr12	-	85317195	85317365	85317202	85317365	85312925	85316248
37712	"ENSMUSG00000021245.16"	"Mlh3"	chr12	-	85317195	85317365	85317247	85317365	85312925	85316248
37713	"ENSMUSG00000021245.16"	"Mlh3"	chr12	-	85317195	85317365	85317338	85317365	85312925	85316248
37714	"ENSMUSG00000021245.16"	"Mlh3"	chr12	-	85317195	85317373	85317312	85317373	85312925	85316248
37715	"ENSMUSG00000021245.16"	"Mlh3"	chr12	-	85317202	85317365	85317247	85317365	85312925	85316248
37716	"ENSMUSG00000021245.16"	"Mlh3"	chr12	-	85317202	85317365	85317338	85317365	85312925	85316248
37717	"ENSMUSG00000021245.16"	"Mlh3"	chr12	-	85317202	85317373	85317312	85317373	85312925	85316248
37718	"ENSMUSG00000021245.16"	"Mlh3"	chr12	-	85317247	85317365	85317338	85317365	85312925	85316248
37719	"ENSMUSG00000021245.16"	"Mlh3"	chr12	-	85317247	85317373	85317312	85317373	85312925	85316248
37720	"ENSMUSG00000001700.11"	"Gramd2b"	chr18	+	56622686	56622821	56622686	56622809	56623742	56623830
37721	"ENSMUSG00000022791.20"	"Tnk2"	chr16	+	32482536	32482741	32482536	32482737	32484703	32484774
37722	"ENSMUSG00000022791.20"	"Tnk2"	chr16	+	32489609	32489746	32489609	32489736	32490112	32490259
37723	"ENSMUSG00000022791.20"	"Tnk2"	chr16	+	32496667	32496803	32496667	32496796	32497486	32497882
37724	"ENSMUSG00000022791.20"	"Tnk2"	chr16	+	32496667	32496803	32496667	32496802	32498276	32499625
37725	"ENSMUSG00000022791.20"	"Tnk2"	chr16	+	32497486	32497603	32497486	32497531	32498276	32499625
37726	"ENSMUSG00000034271.17"	"Jdp2"	chr12	+	85646189	85646639	85646189	85646388	85654906	85655139
37727	"ENSMUSG00000034271.17"	"Jdp2"	chr12	+	85646791	85647208	85646791	85646906	85654906	85655139
37728	"ENSMUSG00000034271.17"	"Jdp2"	chr12	+	85654906	85655178	85654906	85655139	85678418	85678523
37729	"ENSMUSG00000012609.20"	"Ttll5"	chr12	+	85890551	85890797	85890551	85890634	85892020	85892127
37730	"ENSMUSG00000012609.20"	"Ttll5"	chr12	+	85890553	85890772	85890553	85890634	85892020	85892127
37731	"ENSMUSG00000012609.20"	"Ttll5"	chr12	+	85890553	85890797	85890553	85890772	85892020	85892127
37732	"ENSMUSG00000012609.20"	"Ttll5"	chr12	+	85892020	85892127	85892020	85892110	85896024	85896155
37733	"ENSMUSG00000012609.20"	"Ttll5"	chr12	+	85896024	85896155	85896024	85896138	85904153	85904236
37734	"ENSMUSG00000012609.20"	"Ttll5"	chr12	+	85933681	85933737	85933681	85933732	85935932	85936014
37735	"ENSMUSG00000012609.20"	"Ttll5"	chr12	+	85945766	85945880	85945766	85945832	85946166	85946258
37736	"ENSMUSG00000012609.20"	"Ttll5"	chr12	+	85946166	85946263	85946166	85946258	85955566	85955629
37737	"ENSMUSG00000012609.20"	"Ttll5"	chr12	+	86003339	86003494	86003339	86003493	86042774	86042970
37738	"ENSMUSG00000012609.20"	"Ttll5"	chr12	+	86061163	86061275	86061163	86061268	86061540	86061633
37739	"ENSMUSG00000063873.11"	"Slc24a3"	chr2	+	145477292	145477362	145477292	145477358	145482134	145484086
37740	"ENSMUSG00000034157.13"	"Cipc"	chr12	+	86994239	86994369	86994239	86994273	86994742	86994877
37741	"ENSMUSG00000021676.11"	"Iqgap2"	chr13	-	96028544	96028991	96028946	96028991	95974331	95974431
37742	"ENSMUSG00000034145.15"	"Tmem63c"	chr12	+	87073337	87073604	87073337	87073364	87085215	87085364
37743	"ENSMUSG00000034145.15"	"Tmem63c"	chr12	+	87073389	87073604	87073389	87073444	87085215	87085364
37744	"ENSMUSG00000034145.15"	"Tmem63c"	chr12	+	87073389	87073604	87073389	87073444	87099599	87099662
37745	"ENSMUSG00000034145.15"	"Tmem63c"	chr12	+	87099599	87099662	87099599	87099660	87102218	87102259
37746	"ENSMUSG00000034145.15"	"Tmem63c"	chr12	+	87102218	87102301	87102218	87102259	87103161	87103371
37747	"ENSMUSG00000034145.15"	"Tmem63c"	chr12	+	87102218	87102482	87102218	87102259	87103161	87103371
37748	"ENSMUSG00000034145.15"	"Tmem63c"	chr12	+	87102218	87102482	87102218	87102301	87103161	87103371
37749	"ENSMUSG00000034145.15"	"Tmem63c"	chr12	+	87115896	87116194	87115896	87116005	87118041	87118115
37750	"ENSMUSG00000034145.15"	"Tmem63c"	chr12	+	87122384	87122650	87122384	87122538	87123172	87123279
37751	"ENSMUSG00000034145.15"	"Tmem63c"	chr12	+	87123867	87124052	87123867	87123937	87124666	87124732
37752	"ENSMUSG00000034145.15"	"Tmem63c"	chr12	+	87129463	87129631	87129463	87129627	87131235	87131345
37753	"ENSMUSG00000021038.18"	"Vipas39"	chr12	-	87299939	87300032	87299972	87300032	87299408	87299442
37754	"ENSMUSG00000021038.18"	"Vipas39"	chr12	-	87302907	87303323	87303258	87303323	87301003	87301060
37755	"ENSMUSG00000021038.18"	"Vipas39"	chr12	-	87305840	87305995	87305854	87305995	87304188	87304227
37756	"ENSMUSG00000021037.8"	"Ahsa1"	chr12	+	87314933	87315119	87314933	87315071	87316648	87317228
37757	"ENSMUSG00000050671.13"	"Ism2"	chr12	-	87333369	87333847	87333668	87333847	87331799	87332160
37758	"ENSMUSG00000021040.16"	"Slirp"	chr12	+	87494333	87494392	87494333	87494376	87496062	87496690
37759	"ENSMUSG00000054733.10"	"Msra"	chr14	-	64522512	64522632	64522522	64522632	64471277	64471382
37760	"ENSMUSG00000054733.10"	"Msra"	chr14	-	64551067	64551204	64551135	64551204	64522512	64522632
37761	"ENSMUSG00000054733.10"	"Msra"	chr14	-	64654521	64654728	64654530	64654728	64551135	64551204
37762	"ENSMUSG00000054733.10"	"Msra"	chr14	-	64654521	64654728	64654574	64654728	64551135	64551204
37763	"ENSMUSG00000054733.10"	"Msra"	chr14	-	64654530	64654728	64654574	64654728	64551135	64551204
37764	"ENSMUSG00000054733.10"	"Msra"	chr14	-	64688384	64688487	64688412	64688487	64551135	64551204
37765	"ENSMUSG00000054733.10"	"Msra"	chr14	-	64688384	64688487	64688412	64688487	64678158	64678475
37766	"ENSMUSG00000031738.15"	"Irx6"	chr8	+	93402681	93403162	93402681	93402930	93403570	93403680
37767	"ENSMUSG00000020523.15"	"Fam114a2"	chr11	-	57408930	57409428	57409398	57409428	57404920	57405114
